State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week,Alcohol Results Cleaned,Race Cleaned,Gender Cleaned,Drug Involvment Clean,Age Cleaned,Roadway Category,Alcohol Category
New Hampshire,Clear,3/26/2011,1,Rural-Local Road or Street,45,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,26,6,0,White,Male,No,45,Rural,0
New Jersey,Clear,1/14/2011,1,Urban-Other Principal Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,14,5,0,Unknown,Female,Unknown,21,Urban,0
New Jersey,Clear,1/14/2011,1,Urban-Other Principal Arterial,55,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,14,5,0,Unknown,Female,Unknown,55,Urban,0
New Jersey,Clear,1/14/2011,1,Urban-Other Principal Arterial,60,0.1,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,14,5,0.1,White,Male,No,60,Urban,1
New Mexico,Clear,1/27/2011,1,Rural-Principal Arterial-Other,55,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,27,4,0,White,Male,Unknown,55,Rural,0
New York,Snow,1/13/2011,1,Rural-Local Road or Street,22,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,13,4,0,Unknown,Male,Unknown,22,Rural,0
North Carolina,Clear,1/4/2011,1,Urban-Local Road or Street,72,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,4,2,0,White,Female,Unknown,72,Urban,0
Ohio,Cloudy,1/11/2011,1,Rural-Minor Collector,64,0,Pedestrian,No,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,No,64,Rural,0
Oregon,Not Reported,1/15/2011,2,Rural-Major Collector,80,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,15,6,0,White,Female,Unknown,80,Rural,0
Oregon,Not Reported,1/15/2011,2,Rural-Major Collector,82,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6,0,White,Male,Unknown,82,Rural,0
Rhode Island,Clear,3/27/2011,1,Urban-Other Principal Arterial,27,0,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),2011,3,27,7,0,Black,Male,Yes,27,Urban,0
Rhode Island,Clear,3/27/2011,1,Urban-Other Principal Arterial,42,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,3,27,7,0,Unknown,Male,Unknown,42,Urban,0
South Carolina,Clear,1/15/2011,1,Rural-Minor Arterial,67,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,15,6,0,Unknown,Male,Unknown,67,Rural,0
Tennessee,Rain,1/5/2011,1,Rural-Principal Arterial-Other,54,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,5,3,0,Unknown,Male,No,54,Rural,0
Texas,Cloudy,1/3/2011,1,Rural-Minor Arterial,75,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,3,1,0,White,Male,Unknown,75,Rural,0
Vermont,Clear,4/30/2011,1,Rural-Local Road or Street,48,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,4,30,6,0,White,Female,No,48,Rural,0
Virginia,Clear,1/14/2011,1,Rural-Principal Arterial-Interstate,43,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,14,5,0,White,Male,Unknown,43,Rural,0
West Virginia,"Sleet, Hail (Freezing Rain or Drizzle)",1/11/2011,1,Rural-Minor Arterial,32,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,Yes,32,Rural,0
Arizona,Clear,1/16/2011,1,Urban-Minor Arterial,28,0.18,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),2011,1,16,7,0.18,Unknown,Male,Unknown,28,Urban,1
Arkansas,Clear,1/13/2011,2,Urban-Other Principal Arterial,83,0,Passenger of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,13,4,0,White,Female,Yes,83,Urban,0
California,Clear,1/1/2011,1,Rural-Local Road or Street,37,0.23,Passenger of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,1,6,0.23,Unknown,Male,Unknown,37,Rural,1
Colorado,Clear,1/17/2011,1,Urban-Principal Arterial-Interstate,24,0,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,17,1,0,White,Male,No,24,Urban,0
Connecticut,Clear,3/1/2011,1,Rural-Minor Arterial,53,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,1,2,0.22,White,Male,Unknown,53,Rural,1
Delaware,Cloudy,3/16/2011,2,Rural-Major Collector,47,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,16,3,0,White,Male,Unknown,47,Rural,0
Delaware,Cloudy,3/16/2011,2,Rural-Major Collector,51,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,16,3,0,White,Female,Unknown,51,Rural,0
Delaware,Cloudy,3/16/2011,2,Rural-Major Collector,56,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,16,3,0,Unknown,Male,Unknown,56,Rural,0
District of Columbia,Clear,6/4/2011,1,Urban-Local Road or Street,54,0,Bicyclist,No,Black,Male,Fatal Injury (K),2011,6,4,6,0,Black,Male,No,54,Urban,0
Georgia,Cloudy,1/6/2011,1,Rural-Major Collector,58,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,6,4,0,Unknown,Male,No,58,Rural,0
Hawaii,Clear,1/26/2011,1,Urban-Other Principal Arterial,34,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,26,3,0,Unknown,Male,Unknown,34,Urban,0
Hawaii,Clear,1/26/2011,1,Urban-Other Principal Arterial,75,0,Driver of a Motor Vehicle In-Transport,Unknown,Chinese,Male,Fatal Injury (K),2011,1,26,3,0,Chinese,Male,Unknown,75,Urban,0
Idaho,Cloudy,3/30/2011,1,Urban-Minor Arterial,40,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,3,30,3,0,White,Male,Yes,40,Urban,0
Illinois,Clear,1/14/2011,1,Urban-Principal Arterial-Interstate,22,0.17,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,14,5,0.17,White,Female,Unknown,22,Urban,1
Indiana,Cloudy,1/10/2011,1,Urban-Minor Arterial,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,10,1,0,Unknown,Male,No,38,Urban,0
Indiana,Cloudy,1/10/2011,1,Urban-Minor Arterial,90,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,10,1,0,White,Female,Unknown,90,Urban,0
Kentucky,Clear,1/16/2011,1,Rural-Major Collector,45,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,16,7,0,White,Female,Unknown,45,Rural,0
Louisiana,Clear,1/21/2011,1,Rural-Minor Collector,33,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,21,5,0.22,White,Male,Unknown,33,Rural,1
Louisiana,Clear,1/21/2011,1,Rural-Minor Collector,34,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,21,5,0,Unknown,Female,Unknown,34,Rural,0
Maine,Clear,3/28/2011,1,Rural-Local Road or Street,22,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,28,1,0.24,White,Male,Unknown,22,Rural,1
Maryland,Clear,1/13/2011,1,Rural-Major Collector,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,13,4,0,Unknown,Male,Unknown,22,Rural,0
Maryland,Clear,1/13/2011,1,Rural-Major Collector,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,13,4,0,Unknown,Male,Unknown,24,Rural,0
Massachusetts,Clear,1/31/2011,1,Urban-Other Principal Arterial,62,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,31,1,0,White,Male,Unknown,62,Urban,0
Michigan,Clear,1/11/2011,1,Rural-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,Unknown,21,Rural,0
Michigan,Clear,1/11/2011,1,Rural-Local Road or Street,22,0.11,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,11,2,0.11,Unknown,Male,No,22,Rural,1
Mississippi,Snow,1/9/2011,1,Rural-Major Collector,1,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,9,7,0,Unknown,Male,No,1,Rural,0
Montana,Blowing Snow,2/26/2011,1,Rural-Principal Arterial-Other,33,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,26,6,0,Unknown,Male,No,33,Rural,0
Nevada,Clear,1/27/2011,1,Urban-Minor Arterial,20,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,27,4,0,Unknown,Female,No,20,Urban,0
Nevada,Clear,1/27/2011,1,Urban-Minor Arterial,31,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,27,4,0,Unknown,Female,No,31,Urban,0
New Hampshire,Clear,3/15/2011,1,Urban-Local Road or Street,21,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,15,2,0.16,White,Female,Unknown,21,Urban,1
New Hampshire,Clear,3/15/2011,1,Urban-Local Road or Street,38,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,15,2,0,Unknown,Male,Unknown,38,Urban,0
New Jersey,Clear,1/11/2011,1,Urban-Minor Arterial,79,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,Unknown,79,Urban,0
New York,Snow,1/12/2011,1,Rural-Local Road or Street,44,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,12,3,0,White,Male,Unknown,44,Rural,0
North Dakota,Blowing Snow,3/11/2011,1,Rural-Principal Arterial-Other,15,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Possible Injury (C),2011,3,11,5,0,Unknown,Female,Unknown,15,Rural,0
Ohio,Snow,1/11/2011,1,Rural-Major Collector,22,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2,0,White,Female,No,22,Rural,0
Oregon,Clear,1/20/2011,1,Urban-Principal Arterial-Interstate,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,20,4,0,Unknown,Male,No,38,Urban,0
Oregon,Clear,1/20/2011,1,Urban-Principal Arterial-Interstate,48,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,20,4,0,White,Male,Unknown,48,Urban,0
Pennsylvania,Clear,1/25/2011,1,Rural-Principal Arterial-Other,64,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,25,2,0,Unknown,Male,No,64,Rural,0
Rhode Island,Clear,4/8/2011,1,Urban-Principal Arterial-Interstate,25,0.1,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,4,8,5,0.1,White,Female,Unknown,25,Urban,1
South Carolina,Clear,1/20/2011,1,Urban-Minor Arterial,31,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,20,4,0,Unknown,Male,Unknown,31,Urban,0
South Carolina,Clear,1/20/2011,1,Urban-Minor Arterial,38,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,20,4,0,White,Male,Unknown,38,Urban,0
South Dakota,Snow,3/26/2011,1,Rural-Principal Arterial-Interstate,54,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,26,6,0,White,Male,No,54,Rural,0
Tennessee,Clear,1/22/2011,1,Rural-Principal Arterial-Other,42,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,1,22,6,0,Unknown,Male,Unknown,42,Rural,0
Tennessee,Clear,1/22/2011,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,22,6,0,White,Male,Unknown,52,Rural,0
Texas,Cloudy,1/3/2011,1,Rural-Major Collector,77,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,3,1,0,White,Male,Unknown,77,Rural,0
Utah,Clear,1/18/2011,1,Urban-Local Road or Street,15,0,Persons on Personal Conveyances,Not Reported,White,Male,Fatal Injury (K),2011,1,18,2,0,White,Male,Unknown,15,Urban,0
Vermont,Clear,5/1/2011,1,Rural-Major Collector,35,0.2,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,1,7,0.2,White,Male,No,35,Rural,1
Virginia,Clear,1/16/2011,1,Unknown,31,,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,1,16,7,0,Unknown,Male,No,31,Unknown,0
Washington,Cloudy,1/27/2011,1,Urban-Minor Arterial,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,27,4,0,Unknown,Female,Unknown,16,Urban,0
West Virginia,Clear,1/19/2011,1,Urban-Minor Arterial,42,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,19,3,0,Unknown,Male,No,42,Urban,0
West Virginia,Clear,1/19/2011,1,Urban-Minor Arterial,79,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,19,3,0,Unknown,Male,Unknown,79,Urban,0
West Virginia,Clear,1/19/2011,1,Urban-Minor Arterial,84,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,19,3,0,White,Male,No,84,Urban,0
Wisconsin,Snow,1/11/2011,1,Rural-Major Collector,43,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2,0,White,Female,No,43,Rural,0
Wyoming,Clear,3/11/2011,1,Rural-Major Collector,17,0.18,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,11,5,0.18,White,Male,No,17,Rural,1
Alabama,Clear,1/2/2011,1,Rural-Major Collector,16,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,2,7,0,Unknown,Male,No,16,Rural,0
Alabama,Clear,1/2/2011,1,Rural-Major Collector,38,0.2,Pedestrian,No,White,Female,Fatal Injury (K),2011,1,2,7,0.2,White,Female,No,38,Rural,1
Arizona,Clear,1/17/2011,1,Rural-Major Collector,44,0.33,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,17,1,0.33,Unknown,Male,No,44,Rural,1
Arkansas,Clear,1/14/2011,1,Rural-Local Road or Street,70,,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,14,5,0,Black,Male,Unknown,70,Rural,0
California,Cloudy,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,21,0.11,Pedestrian,Unknown,\N,Female,Fatal Injury (K),2011,1,1,6,0.11,Unknown,Female,Unknown,21,Urban,1
Colorado,Clear,1/18/2011,1,Urban-Other Principal Arterial,74,0,Pedestrian,No,White,Female,Fatal Injury (K),2011,1,18,2,0,White,Female,No,74,Urban,0
Connecticut,Clear,3/2/2011,1,Urban-Collector,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,2,3,0,Unknown,Male,Unknown,14,Urban,0
Connecticut,Clear,3/2/2011,1,Urban-Collector,35,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,3,2,3,0,Unknown,Female,Unknown,35,Urban,0
Delaware,Cloudy,3/12/2011,1,Urban-Minor Arterial,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6,0,Unknown,Male,Unknown,16,Urban,0
Delaware,Cloudy,3/12/2011,1,Urban-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6,0,Unknown,Male,Unknown,17,Urban,0
Delaware,Cloudy,3/12/2011,1,Urban-Minor Arterial,18,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6,0,Unknown,Male,Unknown,18,Urban,0
Nebraska,Rain,6/9/2011,1,Rural-Major Collector,55,0.14,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,9,4,0.14,White,Male,No,55,Rural,1
New Hampshire,Cloudy,10/15/2011,1,Rural-Local Road or Street,19,0.19,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,10,15,6,0.19,White,Male,Yes,19,Rural,1
New Jersey,Clear,3/13/2011,1,Rural-Major Collector,39,0.25,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,13,7,0.25,White,Female,No,39,Rural,1
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,6,7,0,Unknown,Male,Unknown,27,Rural,0
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,43,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,6,7,0,Unknown,Female,Unknown,43,Rural,0
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,84,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Female,Unknown,84,Rural,0
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,98,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Male,Unknown,98,Rural,0
North Carolina,Clear,1/24/2011,2,Urban-Minor Arterial,23,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,24,1,0,White,Male,Unknown,23,Urban,0
Ohio,Cloudy,1/14/2011,2,Rural-Minor Arterial,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,14,5,0,White,Male,Unknown,5,Rural,0
Oklahoma,Cloudy,2/23/2011,1,Urban-Collector,2,,Pedestrian,No,White,Male,Fatal Injury (K),2011,2,23,3,0,White,Male,No,2,Urban,0
Oklahoma,Cloudy,2/23/2011,1,Urban-Collector,44,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,23,3,0,Unknown,Male,No,44,Urban,0
Pennsylvania,Clear,2/26/2011,1,Rural-Minor Collector,20,0,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2011,2,26,6,0,Unknown,Male,Unknown,20,Rural,0
Rhode Island,Cloudy,11/10/2011,1,Urban-Other Principal Arterial,49,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,11,10,4,0,Unknown,Female,No,49,Urban,0
Rhode Island,Cloudy,11/10/2011,1,Urban-Other Principal Arterial,71,,Pedestrian,\N,\N,Male,Fatal Injury (K),2011,11,10,4,0,Unknown,Male,Unknown,71,Urban,0
Texas,Clear,1/11/2011,1,Urban-Other Principal Arterial,26,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2,0,White,Female,No,26,Urban,0
Utah,Clear,7/1/2011,1,Rural-Principal Arterial-Interstate,62,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,7,1,5,0,White,Male,Unknown,62,Rural,0
Virginia,Clear,2/15/2011,1,Urban-Other Principal Arterial,63,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,15,2,0,White,Female,Unknown,63,Urban,0
Virginia,Clear,2/15/2011,1,Urban-Other Principal Arterial,64,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,15,2,0,Unknown,Male,Unknown,64,Urban,0
Virginia,Clear,2/15/2011,1,Urban-Other Principal Arterial,66,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,2,15,2,0,Unknown,Male,Unknown,66,Urban,0
Washington,Clear,2/4/2011,1,Urban-Minor Arterial,16,,Pedestrian,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,4,5,0,Unknown,Male,Unknown,16,Urban,0
Washington,Clear,2/4/2011,1,Urban-Minor Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,4,5,0,Unknown,Male,Unknown,21,Urban,0
West Virginia,Clear,4/4/2011,1,Rural-Principal Arterial-Interstate,78,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,4,4,1,0,White,Female,No,78,Rural,0
Wyoming,Clear,7/27/2011,1,Rural-Minor Arterial,0,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,7,27,3,0,Unknown,Female,No,0,Rural,0
Wyoming,Clear,7/27/2011,1,Rural-Minor Arterial,18,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,7,27,3,0,Unknown,Female,No,18,Rural,0
Wyoming,Clear,7/27/2011,1,Rural-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,7,27,3,0,White,Female,Unknown,40,Rural,0
Alabama,Clear,2/7/2011,1,Rural-Major Collector,32,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,7,1,0,White,Male,Unknown,32,Rural,0
Alaska,Rain,12/18/2011,1,Rural-Minor Collector,45,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,12,18,7,0,Unknown,Male,No,45,Rural,0
Arizona,Clear,2/14/2011,1,Rural-Principal Arterial-Other,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,14,1,0,Unknown,Male,Unknown,22,Rural,0
Arizona,Clear,2/14/2011,1,Rural-Principal Arterial-Other,50,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,14,1,0,Unknown,Male,No,50,Rural,0
Arizona,Clear,2/14/2011,1,Rural-Principal Arterial-Other,55,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,2,14,1,0,Unknown,Male,No,55,Rural,0
Arkansas,Clear,2/25/2011,1,Rural-Principal Arterial-Interstate,40,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,25,5,0,White,Male,Unknown,40,Rural,0
California,Clear,1/10/2011,1,Urban-Other Principal Arterial,56,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,10,1,0,Unknown,Male,Unknown,56,Urban,0
California,Clear,1/10/2011,1,Urban-Other Principal Arterial,60,0,Driver of a Motor Vehicle In-Transport,Unknown,\N,Male,Fatal Injury (K),2011,1,10,1,0,Unknown,Male,Unknown,60,Urban,0
Connecticut,Clear,6/19/2011,1,Urban-Other Principal Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,6,19,7,0,Unknown,Female,Unknown,21,Urban,0
Florida,Clear,2/13/2011,1,Urban-Local Road or Street,77,0,Driver of a Motor Vehicle In-Transport,No,Hawaiian (includes Part-Hawaiian),Female,Fatal Injury (K),2011,2,13,7,0,Hawaiian (includes Part-Hawaiian),Female,No,77,Urban,0
Georgia,Rain,1/25/2011,1,Rural-Major Collector,51,,Driver of a Motor Vehicle In-Transport,Yes,,Female,Non-incapacitating Evident Injury (B),2011,1,25,2,0,Unknown,Female,Yes,51,Rural,0
